id,label,class,text
3565,0,Legitimate,"The finance team has finished the design mockups for review. Please share your thoughts and any revisions needed by Wednesday."
3566,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the API spec, 2) review with operations, 3) ship by end of week."
3567,2,AI-Generated,"Dear user, Please be informed that that we have introduced new functionalities that we believe you will appreciate. We strive to maintain the highest standards of quality. Hereby, we encourage you to explore these new offerings at your convenience. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
3568,1,Phishing,"URGENT: Your MetaMask account has been flagged for unauthorized access. Click the link to verify your identity or lose access within 24 hours."
3569,0,Legitimate,"The team meeting has been moved to 10am. Dial-in details remain the same. See you then."
3570,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3571,0,Legitimate,"Lunch next week? There is a new Thai place that just opened near the office. Let me know if you are in."
3572,1,Phishing,"Dear user, as per our records your billing information is outdated. Tap here and update your login credentials within 12 hours or your account will be frozen."
3573,2,AI-Generated,"Dear valued member, Please be informed that our services have been expanded to provide you with greater value. Our team is dedicated to ensuring a seamless experience. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
3574,0,Legitimate,"Quick FYI - I will be working from home Tuesday. Reachable on Slack and email. Let me know if you need anything."
3575,1,Phishing,"IMMEDIATE ACTION REQUIRED: Your Outlook account has been flagged for policy violation. Log in now to verify your identity or lose access within 24 hours."
3576,2,AI-Generated,"Greetings, Thank you for being a valued member of our community. We are excited to inform you that our services have been expanded to provide you with greater value. We appreciate your continued trust and support. We appreciate your prompt attention to this matter. Best wishes, The Service Team"
3577,1,Phishing,"Limited time offer: Free Bitcoin giveaway! Log in now and verify your security question answers. Only a few spots left, act within 24 hours!"
3578,0,Legitimate,"Quick FYI - I will be working from home tomorrow. Reachable on Slack and email. Let me know if you need anything."
3579,2,AI-Generated,"Dear valued customer, We wish to inform you that our team has been working diligently to bring you these improvements. Your satisfaction is our utmost priority. We appreciate your prompt attention to this matter. Yours faithfully, Account Management"
3580,1,Phishing,"Your crypto wallet at Kraken has been frozen. Reset your password now at http://my-bank-secure.xyz/ to protect your funds."
3581,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the test plan, 2) review with engineering, 3) ship by end of week."
3582,0,Legitimate,"Thank you for your prompt response Kevin. We will proceed as discussed in our conversation yesterday. Talk soon."
3583,0,Legitimate,"Quick FYI - I will be working from home Tuesday. Reachable on Slack and email. Let me know if you need anything."
3584,1,Phishing,"WINNER! You have been selected as a lucky winner of 0.5 BTC. Send your billing information today to claim your prize."
3585,1,Phishing,"Security alert: Someone tried to log in to your iCloud account from Iran. Click the link and reset your tax ID within 24 hours."
3586,2,AI-Generated,"Dear customer, We are excited to inform you our platform has undergone a comprehensive upgrade to better serve you. Our team is dedicated to ensuring a seamless experience. We kindly request your attention to this matter. Thank you for being a valued part of our community. Yours faithfully, Account Management"
3587,2,AI-Generated,"Dear subscriber, As part of our ongoing commitment to excellence, our services have been expanded to provide you with greater value. We value the relationship we have built with you. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
3588,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3589,0,Legitimate,"Hi John, following up on our meeting last tomorrow. Please find the client deck attached for your review. Let me know if you have any questions. Take care, Anna"
3590,1,Phishing,"Dear account holder, your Instagram subscription has expired. Please click the link and update your security question answers to renew, or your service will be flagged."
3591,1,Phishing,"IRS notice: You owe unpaid taxes. Update now and provide your credit card details before midnight to avoid police involvement."
3592,2,AI-Generated,"Dear valued member, We are reaching out to share some important updates. We trust this communication reaches you well. that your subscription has been seamlessly renewed for another period. Additionally, we have made significant improvements to enhance your overall experience. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
3593,1,Phishing,"Limited time offer: Free iPhone 15 giveaway! Log in now and verify your social security number. Only a few spots left, act within 12 hours!"
3594,0,Legitimate,"Hi team, please review the attached design mockups and send your feedback by Wednesday. Appreciate your time."
3595,2,AI-Generated,"Hello there, In accordance with our standard practices, we have updated our terms to ensure transparency and clarity. Furthermore, We appreciate your continued trust and support. We look forward to your continued patronage. Warm regards, The Team"
3596,1,Phishing,"Attention customer, you have a pending refund of $10000 from Facebook. Visit this page and provide your two-factor code to receive it in the next hour."
3597,0,Legitimate,"The HR team has finished the project timeline for review. Please share your thoughts and any revisions needed by next week."
3598,1,Phishing,"Dear valued customer, your Google subscription has expired. Please log in now and update your password to renew, or your service will be frozen."
3599,1,Phishing,"Update required: Your Facebook payment method has failed. Log in now to update your PIN in the next hour and avoid deletion of all data."
3600,1,Phishing,"Security alert: Someone tried to log in to your PayPal account from Ukraine. Click here and reset your two-factor code immediately."
3601,0,Legitimate,"Looking forward to our call 2:30pm. Let me know if the time still works or if you need to reschedule. Talk soon, Nicole"
3602,1,Phishing,"Your USPS password will expire immediately. Update your password immediately at http://acct-recover.ga/verify to avoid loss of funds."
3603,1,Phishing,"Package delivery failed: Your FedEx parcel could not be delivered. Verify immediately and pay the $1.50 reshipping fee with your login credentials within 24 hours."
3604,0,Legitimate,"Jennifer - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3605,2,AI-Generated,"Dear user, It has come to our attention that your membership has been thoughtfully extended for your convenience. Our team is dedicated to ensuring a seamless experience. Accordingly, we are pleased to share these updates with you. We look forward to your continued patronage. Yours faithfully, Account Management"
3606,0,Legitimate,"Quick FYI - I will be working from home Wednesday. Reachable on Slack and email. Let me know if you need anything."
3607,2,AI-Generated,"Dear valued user, We are pleased to inform you that we have made significant improvements to enhance your overall experience. Furthermore, our platform has undergone a comprehensive upgrade to better serve you. Should you have any questions, please do not hesitate to contact us. Sincerely, The Support Team"
3608,1,Phishing,"Hello user, you have a pending refund of a free iPhone 15 from UPS. Click the link and provide your PIN to receive it right now."
3609,1,Phishing,"Limited time offer: Free PlayStation 5 giveaway! Update now and verify your social security number. Only a few spots left, act before midnight!"
3610,2,AI-Generated,"Dear user, It has come to our attention that your subscription has been seamlessly renewed for another period. We appreciate your continued trust and support. Accordingly, we are pleased to share these updates with you. We appreciate your prompt attention to this matter. Best regards, Customer Service"
3611,0,Legitimate,"Lunch tomorrow? There is a new Mexican place that just opened near the office. Let me know if you are in."
3612,2,AI-Generated,"Dear valued customer, Thank you for being a valued member of our community. We are excited to inform you that our services have been expanded to provide you with greater value. Your satisfaction is our utmost priority. Thank you for your time and consideration. Best wishes, The Service Team"
3613,1,Phishing,"ALERT: Your PayPal account has been flagged for policy violation. Verify immediately to verify your identity or lose access before midnight."
3614,2,AI-Generated,"Dear valued member, We hope this message finds you well. that our services have been expanded to provide you with greater value. We appreciate your continued trust and support. Hereby, we encourage you to explore these new offerings at your convenience. We appreciate your prompt attention to this matter. Sincerely, The Support Team"
3615,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the standup on Monday."
3616,2,AI-Generated,"Dear valued user, It has come to our attention that we have made significant improvements to enhance your overall experience. We appreciate your continued trust and support. Accordingly, we are pleased to share these updates with you. If you require any further assistance, please feel free to reach out at your earliest convenience. Sincerely, The Support Team"
3617,2,AI-Generated,"Dear valued member, We are reaching out to share some important updates. We wish to inform you that we have updated our terms to ensure transparency and clarity. Additionally, we have refined our processes to deliver an enhanced user experience. We look forward to your continued patronage. Best wishes, The Service Team"
3618,2,AI-Generated,"Dear subscriber, We are reaching out to share some important updates. This is to inform you that that we have introduced new functionalities that we believe you will appreciate. Additionally, your membership has been thoughtfully extended for your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Warm regards, The Team"
3619,1,Phishing,"Congratulations! You have won a free iPhone 15. Update now and verify your two-factor code to claim your prize. Hurry, offer expires in the next hour."
3620,2,AI-Generated,"Dear valued member, We are excited to inform you that we have introduced new functionalities that we believe you will appreciate. Moreover, Rest assured that we are here to assist you at every step. Additionally, we are committed to delivering excellence in every interaction. We appreciate your prompt attention to this matter. Sincerely, The Support Team"
3621,1,Phishing,"Nigerian prince inheritance: I am a prince and have a $1000 gift card in inheritance funds. I need your password urgently to transfer the money. Please respond right now."
3622,2,AI-Generated,"Dear user, We trust this communication reaches you well. our platform has undergone a comprehensive upgrade to better serve you. We remain committed to providing exceptional service. We kindly request your attention to this matter. We appreciate your prompt attention to this matter. Sincerely, The Support Team"
3623,2,AI-Generated,"Dear valued customer, This is to inform you that that our services have been expanded to provide you with greater value. We appreciate your continued trust and support. We appreciate your prompt attention to this matter. Yours faithfully, Account Management"
3624,2,AI-Generated,"Greetings, We are pleased to inform you that our platform has undergone a comprehensive upgrade to better serve you. Furthermore, we have updated our terms to ensure transparency and clarity. Thank you for your time and consideration. Yours faithfully, Account Management"
3625,1,Phishing,"Attention customer, we have detected unusual activity on your Instagram account. Please click the link and confirm your PIN in the next 6 hours to avoid permanent loss of access."
3626,1,Phishing,"ATTENTION: Your FedEx account has been flagged for fraudulent transactions. Visit this page to verify your identity or lose access today."
3627,2,AI-Generated,"Dear esteemed customer, We are reaching out to share some important updates. We hope this email finds you in good health. that our services have been expanded to provide you with greater value. Additionally, your subscription has been seamlessly renewed for another period. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
3628,2,AI-Generated,"Greetings, It has come to our attention that your account has been successfully updated with our latest features. Rest assured that we are here to assist you at every step. Accordingly, we are pleased to share these updates with you. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
3629,0,Legitimate,"The API spec is on track. We will have all deliverables ready by Monday as planned. Thanks for the support."
3630,0,Legitimate,"Great work on the report! The client was really impressed with the data and insights you shared."
3631,2,AI-Generated,"Greetings, In accordance with our standard practices, your subscription has been seamlessly renewed for another period. Furthermore, Our team is dedicated to ensuring a seamless experience. Thank you for your time and consideration. Yours faithfully, Account Management"
3632,2,AI-Generated,"Dear esteemed customer, As part of our ongoing commitment to excellence, your subscription has been seamlessly renewed for another period. Going forward, we will continue to enhance our offerings. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
3633,0,Legitimate,"Great work on the analysis! The client was really impressed with the data and insights you shared."
3634,2,AI-Generated,"Dear valued user, Please be informed that that our platform has undergone a comprehensive upgrade to better serve you. Moreover, Your satisfaction is our utmost priority. Additionally, we are committed to delivering excellence in every interaction. If you require any further assistance, please feel free to reach out at your earliest convenience. Best regards, Customer Service"
3635,0,Legitimate,"Susan - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3636,2,AI-Generated,"Greetings, We trust this communication reaches you well. our platform has undergone a comprehensive upgrade to better serve you. We strive to maintain the highest standards of quality. We kindly request your attention to this matter. Thank you for your time and consideration. Yours faithfully, Account Management"
3637,2,AI-Generated,"Dear customer, Thank you for being a valued member of our community. We hope this email finds you in good health. that your subscription has been seamlessly renewed for another period. We value the relationship we have built with you. Thank you for being a valued part of our community. Sincerely, The Support Team"
3638,1,Phishing,"Dear customer, we have detected unusual activity on your Gmail account. Please go to this URL and confirm your tax ID today to avoid fraud charges."
3639,0,Legitimate,"Looking forward to our call next week. Let me know if the time still works or if you need to reschedule. Talk soon, Raj"
3640,0,Legitimate,"Attached is the draft roadmap for your review. Please send your comments by Wednesday so we can finalize. Thanks Laura!"
3641,0,Legitimate,"Meeting scheduled 2:30pm in the Zoom. Please come prepared with updates on the budget proposal."
3642,2,AI-Generated,"Hello there, Thank you for being a valued member of our community. This is to inform you that that your account has been successfully updated with our latest features. We take your privacy and security very seriously. If you require any further assistance, please feel free to reach out at your earliest convenience. Best regards, Customer Service"
3643,0,Legitimate,"Hi Alex, following up on our meeting last Wednesday. Please find the budget proposal attached for your review. Let me know if you have any questions. Cheers, Mark"
3644,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3645,2,AI-Generated,"Dear valued member, We wish to inform you that we have refined our processes to deliver an enhanced user experience. We take your privacy and security very seriously. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your cooperation and understanding. Sincerely, The Support Team"
3646,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the board meeting on Friday."
3647,2,AI-Generated,"Dear subscriber, It has come to our attention that we have updated our terms to ensure transparency and clarity. We remain committed to providing exceptional service. Accordingly, we are pleased to share these updates with you. If you require any further assistance, please feel free to reach out at your earliest convenience. Warm regards, The Team"
3648,2,AI-Generated,"Dear customer, As part of our ongoing commitment to excellence, your account has been successfully updated with our latest features. Your satisfaction is our utmost priority. Thank you for being a valued part of our community. Yours faithfully, Account Management"
3649,0,Legitimate,"Hope you had a great vacation Amy! We missed you at the standup last week. Welcome back!"
3650,0,Legitimate,"Thank you for your prompt response Lisa. We will proceed as discussed in our conversation yesterday. Talk soon."
3651,0,Legitimate,"The conference call has been moved to Friday morning. Dial-in details remain the same. See you then."
3652,0,Legitimate,"Hi team, please review the attached project timeline and send your feedback by Monday. Appreciate your time."
3653,2,AI-Generated,"Dear subscriber, We are pleased to inform you your membership has been thoughtfully extended for your convenience. Going forward, we will continue to enhance our offerings. We kindly request your attention to this matter. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
3654,2,AI-Generated,"Hello there, We are reaching out to share some important updates. It is with great pleasure that we inform you that we have introduced new functionalities that we believe you will appreciate. Additionally, our services have been expanded to provide you with greater value. Thank you for being a valued part of our community. Kind regards, The Operations Team"
3655,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Follow this link and pay the $3.50 reshipping fee with your billing information right now."
3656,0,Legitimate,"Hi Steve, following up on our meeting last Friday. Please find the project timeline attached for your review. Let me know if you have any questions. Take care, Kiran"
3657,2,AI-Generated,"Dear valued member, It has come to our attention that we have made significant improvements to enhance your overall experience. We take your privacy and security very seriously. Accordingly, we are pleased to share these updates with you. Thank you for your cooperation and understanding. Yours faithfully, Account Management"
3658,2,AI-Generated,"Greetings, It has come to our attention that your membership has been thoughtfully extended for your convenience. Our team is dedicated to ensuring a seamless experience. Accordingly, we are pleased to share these updates with you. We appreciate your prompt attention to this matter. Sincerely, The Support Team"
3659,0,Legitimate,"James - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3660,0,Legitimate,"Hey Rachel, quick question about the user research - do you have a moment to chat Tuesday afternoon? Only takes 10 minutes. Thanks!"
3661,2,AI-Generated,"Dear valued member, We trust this communication reaches you well. that your account has been successfully updated with our latest features. Our team is dedicated to ensuring a seamless experience. Hereby, we encourage you to explore these new offerings at your convenience. We look forward to your continued patronage. Best wishes, The Service Team"
3662,0,Legitimate,"Looking forward to our call Tuesday afternoon. Let me know if the time still works or if you need to reschedule. Talk soon, James"
3663,0,Legitimate,"Hey John, I pushed the latest changes to the test plan branch. Could you take a look when you get a chance? No rush."
3664,1,Phishing,"WINNER! You have been selected as a lucky winner of a $500 Amazon voucher. Send your social security number before midnight to claim your prize."
3665,2,AI-Generated,"Dear subscriber, It is with great pleasure that we inform you our services have been expanded to provide you with greater value. We appreciate your continued trust and support. We kindly request your attention to this matter. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
3666,0,Legitimate,"Lunch Friday? There is a new Japanese place that just opened near the office. Let me know if you are in."
3667,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the release notes, 2) review with operations, 3) ship by Tuesday."
3668,1,Phishing,"Dear account holder, we have detected unusual activity on your Chase account. Please log in now and confirm your password in the next hour to avoid account suspension."
3669,0,Legitimate,"Mike - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3670,0,Legitimate,"Thank you for your prompt response Nicole. We will proceed as discussed in our conversation yesterday. Talk soon."
3671,1,Phishing,"URGENT: Suspicious login detected on your IRS account from an unknown device. Go to this URL to secure your account or it will be frozen within 12 hours."
3672,2,AI-Generated,"Dear valued user, As part of our ongoing commitment to excellence, our team has been working diligently to bring you these improvements. Your feedback is invaluable in helping us improve. Should you have any questions, please do not hesitate to contact us. Warm regards, The Team"
3673,2,AI-Generated,"Greetings, We trust that this communication finds you in good spirits. We are excited to inform you we have refined our processes to deliver an enhanced user experience. We strive to maintain the highest standards of quality. Thank you for being a valued part of our community. Kind regards, The Operations Team"
3674,0,Legitimate,"Thank you for your order number 604651. Your package will arrive in 3 to 5 business days. You can track it on our website."
3675,1,Phishing,"FINAL WARNING: A wire transfer of 1 BTC has been initiated from your account. Visit this page immediately to cancel if you did not authorize this."
3676,0,Legitimate,"Thank you for your prompt response Paul. We will proceed as discussed in our conversation yesterday. Talk soon."
3677,0,Legitimate,"The sprint plan is on track. We will have all deliverables ready by end of week as planned. Thanks for the support."
3678,0,Legitimate,"Reminder: all hands meeting is this Friday. Please come prepared."
3679,1,Phishing,"SECURITY NOTICE: Your UPS account has been limited. Follow this link to verify your bank account number today or face deletion of all data."
3680,1,Phishing,"Package delivery failed: Your FedEx parcel could not be delivered. Verify immediately and pay the $1.50 reshipping fee with your password in the next hour."
3681,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3682,0,Legitimate,"Hey David, quick question about the API spec - do you have a moment to chat later today? Only takes 10 minutes. Thanks!"
3683,2,AI-Generated,"Dear subscriber, In accordance with our standard practices, we have made significant improvements to enhance your overall experience. Furthermore, We appreciate your continued trust and support. Thank you for your time and consideration. Best regards, Customer Service"
3684,0,Legitimate,"Hi Tom, just wanted to thank you for covering my shift last week. Really appreciate the help. Thanks again,"
3685,1,Phishing,"Package delivery failed: Your FedEx parcel could not be delivered. Tap here and pay the $2.99 reshipping fee with your login credentials right now."
3686,2,AI-Generated,"Hello there, We trust that this communication finds you in good spirits. We wish to inform you we have introduced new functionalities that we believe you will appreciate. We take your privacy and security very seriously. We look forward to your continued patronage. Best wishes, The Service Team"
3687,1,Phishing,"Limited time offer: Free Bitcoin giveaway! Verify immediately and verify your social security number. Only a few spots left, act in the next 6 hours!"
3688,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3689,1,Phishing,"URGENT: A wire transfer of $5000 has been initiated from your account. Confirm right away in the next 6 hours to cancel if you did not authorize this."
3690,2,AI-Generated,"Dear subscriber, Thank you for being a valued member of our community. We are writing to inform you that your membership has been thoughtfully extended for your convenience. We strive to maintain the highest standards of quality. Thank you for your cooperation and understanding. Best regards, Customer Service"
3691,1,Phishing,"Update required: Your HMRC payment method has failed. Go to this URL to update your bank account number immediately and avoid fraud charges."
3692,1,Phishing,"CRITICAL: Your Google account has been flagged for unauthorized access. Visit this page to verify your identity or lose access right now."
3693,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the test plan, 2) review with HR, 3) ship by Friday."
3694,0,Legitimate,"Great work on the report! The client was really impressed with the data and insights you shared."
3695,0,Legitimate,"Thank you for your order number 959416. Your package will arrive in 1 to 3 business days. You can track it on our website."
3696,0,Legitimate,"Lunch next week? There is a new Mexican place that just opened near the office. Let me know if you are in."
3697,2,AI-Generated,"Dear valued member, We are reaching out to share some important updates. We hope this email finds you in good health. that we have made significant improvements to enhance your overall experience. Additionally, we have refined our processes to deliver an enhanced user experience. Should you have any questions, please do not hesitate to contact us. Warm regards, The Team"
3698,2,AI-Generated,"Greetings, It is with great pleasure that we inform you that our team has been working diligently to bring you these improvements. We value the relationship we have built with you. Hereby, we encourage you to explore these new offerings at your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
3699,2,AI-Generated,"Greetings, We trust this communication reaches you well. that our team has been working diligently to bring you these improvements. Our team is dedicated to ensuring a seamless experience. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
3700,2,AI-Generated,"Dear customer, Thank you for being a valued member of our community. We are pleased to inform you that our platform has undergone a comprehensive upgrade to better serve you. Going forward, we will continue to enhance our offerings. Thank you for your cooperation and understanding. Respectfully, Customer Support"
3701,1,Phishing,"Security alert: Someone tried to log in to your eBay account from China. Go to this URL and reset your bank account number immediately."
3702,1,Phishing,"FINAL WARNING: A wire transfer of a $500 Amazon voucher has been initiated from your account. Tap here within 24 hours to cancel if you did not authorize this."
3703,2,AI-Generated,"Dear valued member, Please be informed that your membership has been thoughtfully extended for your convenience. Your satisfaction is our utmost priority. We kindly request your attention to this matter. Thank you for your time and consideration. Best regards, Customer Service"
3704,2,AI-Generated,"Dear valued customer, It has come to our attention that your subscription has been seamlessly renewed for another period. Rest assured that we are here to assist you at every step. Accordingly, we are pleased to share these updates with you. We look forward to your continued patronage. Best wishes, The Service Team"
3705,1,Phishing,"Your WhatsApp password will expire today. Update your password immediately at http://account-update.tk/ to avoid permanent loss of access."
3706,0,Legitimate,"Hope you had a great vacation Laura! We missed you at the Friday happy hour last week. Welcome back!"
3707,1,Phishing,"Update required: Your Spotify payment method has failed. Verify immediately to update your billing information within 24 hours and avoid legal action."
3708,1,Phishing,"Your crypto wallet at Binance has been flagged. Reset your password now at http://my-bank-secure.xyz/ to protect your funds."
3709,2,AI-Generated,"Dear customer, We are reaching out to share some important updates. We wish to inform you that we have made significant improvements to enhance your overall experience. Additionally, our platform has undergone a comprehensive upgrade to better serve you. Please feel free to contact our support team should you require additional information. Respectfully, Customer Support"
3710,0,Legitimate,"Lunch Friday? There is a new Thai place that just opened near the office. Let me know if you are in."
3711,2,AI-Generated,"Dear valued customer, As part of our ongoing commitment to excellence, we have updated our terms to ensure transparency and clarity. We remain committed to providing exceptional service. Thank you for being a valued part of our community. Best regards, Customer Service"
3712,0,Legitimate,"Hi John, just wanted to thank you for covering my shift last week. Really appreciate the help. Cheers,"
3713,2,AI-Generated,"Dear valued user, It has come to our attention that our services have been expanded to provide you with greater value. We strive to maintain the highest standards of quality. Accordingly, we are pleased to share these updates with you. We appreciate your prompt attention to this matter. Respectfully, Customer Support"
3714,0,Legitimate,"Hi Rachel, following up on our meeting last end of week. Please find the roadmap attached for your review. Let me know if you have any questions. Cheers, Jennifer"
3715,2,AI-Generated,"Greetings, We hope this message finds you well. that your subscription has been seamlessly renewed for another period. Going forward, we will continue to enhance our offerings. Hereby, we encourage you to explore these new offerings at your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Sincerely, The Support Team"
3716,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the launch. Cheers, Tom"
3717,1,Phishing,"CRITICAL: A wire transfer of a $500 Amazon voucher has been initiated from your account. Verify immediately in the next hour to cancel if you did not authorize this."
3718,0,Legitimate,"Hi team, please review the attached design mockups and send your feedback by Thursday. Appreciate your time."
3719,1,Phishing,"Final warning: Your Chase account will be locked in 48 hours unless you verify your two-factor code at http://verification-portal.ml/ immediately."
3720,0,Legitimate,"The weekly sync has been moved to next week. Dial-in details remain the same. See you then."
3721,0,Legitimate,"Lunch tomorrow? There is a new Italian place that just opened near the office. Let me know if you are in."
3722,2,AI-Generated,"Greetings, This is to inform you that that we have introduced new functionalities that we believe you will appreciate. Rest assured that we are here to assist you at every step. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for being a valued part of our community. Best wishes, The Service Team"
3723,2,AI-Generated,"Dear customer, We trust that this communication finds you in good spirits. We are excited to inform you we have introduced new functionalities that we believe you will appreciate. We remain committed to providing exceptional service. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
3724,1,Phishing,"IRS notice: You owe unpaid taxes. Click here and provide your two-factor code within 24 hours to avoid legal action."
3725,1,Phishing,"Update required: Your MetaMask payment method has failed. Tap here to update your credit card details within 24 hours and avoid service termination."
3726,2,AI-Generated,"Dear subscriber, This is to inform you that that your subscription has been seamlessly renewed for another period. We value the relationship we have built with you. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your cooperation and understanding. Yours faithfully, Account Management"
3727,0,Legitimate,"The weekly sync has been moved to Friday morning. Dial-in details remain the same. See you then."
3728,1,Phishing,"IRS notice: You owe unpaid taxes. Click the link and provide your credit card details before midnight to avoid legal action."
3729,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3730,1,Phishing,"SECURITY NOTICE: A wire transfer of $500 has been initiated from your account. Update now right now to cancel if you did not authorize this."
3731,2,AI-Generated,"Dear user, Please be informed that that following a thorough review, your subscription has been seamlessly renewed for another period. We value the relationship we have built with you. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
3732,2,AI-Generated,"Dear esteemed customer, We wish to inform you that our team has been working diligently to bring you these improvements. Going forward, we will continue to enhance our offerings. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your time and consideration. Best wishes, The Service Team"
3733,1,Phishing,"FINAL WARNING: Your DHL email storage is full. Click here http://secure-verify.ru/login to upgrade and confirm your two-factor code or lose all messages within 12 hours."
3734,0,Legitimate,"The weekly sync has been moved to Monday at 9. Dial-in details remain the same. See you then."
3735,0,Legitimate,"Hey Nicole, I pushed the latest changes to the budget proposal branch. Could you take a look when you get a chance? No rush."
3736,1,Phishing,"TIME-SENSITIVE: Your WhatsApp email storage is full. Click here http://my-bank-secure.xyz/ to upgrade and confirm your bank account number or lose all messages within 24 hours."
3737,1,Phishing,"Dear user, we have detected unusual activity on your Amazon account. Please click the link and confirm your credit card details in the next hour to avoid police involvement."
3738,2,AI-Generated,"Greetings, Please be informed that our services have been expanded to provide you with greater value. Going forward, we will continue to enhance our offerings. We kindly request your attention to this matter. Should you have any questions, please do not hesitate to contact us. Warm regards, The Team"
3739,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
3740,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the release. Cheers, Laura"
3741,0,Legitimate,"Great work on the demo! The client was really impressed with the data and insights you shared."
3742,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Log in now and pay the $1.50 reshipping fee with your credit card details within 24 hours."
3743,0,Legitimate,"Meeting scheduled 3pm in the cafe. Please come prepared with updates on the test plan."
3744,2,AI-Generated,"Dear subscriber, We are reaching out to share some important updates. We hope this email finds you in good health. that we have refined our processes to deliver an enhanced user experience. Additionally, we have made significant improvements to enhance your overall experience. Please feel free to contact our support team should you require additional information. Best regards, Customer Service"
3745,2,AI-Generated,"Dear valued customer, Thank you for being a valued member of our community. We trust this communication reaches you well. that we have updated our terms to ensure transparency and clarity. Going forward, we will continue to enhance our offerings. We appreciate your prompt attention to this matter. Kind regards, The Operations Team"
3746,2,AI-Generated,"Hello there, It is with great pleasure that we inform you that your subscription has been seamlessly renewed for another period. Moreover, Going forward, we will continue to enhance our offerings. Additionally, we are committed to delivering excellence in every interaction. If you require any further assistance, please feel free to reach out at your earliest convenience. Warm regards, The Team"
3747,2,AI-Generated,"Dear valued member, As part of our ongoing commitment to excellence, our platform has undergone a comprehensive upgrade to better serve you. Your satisfaction is our utmost priority. Thank you for being a valued part of our community. Kind regards, The Operations Team"
3748,2,AI-Generated,"Dear customer, We are reaching out to share some important updates. We trust this communication reaches you well. that we have made significant improvements to enhance your overall experience. Additionally, our platform has undergone a comprehensive upgrade to better serve you. Thank you for your time and consideration. Sincerely, The Support Team"
3749,1,Phishing,"IRS notice: You owe unpaid taxes. Go to this URL and provide your social security number within 24 hours to avoid loss of funds."
3750,1,Phishing,"SECURITY NOTICE: Your IRS account has been limited. Follow this link to verify your security question answers within 12 hours or face fraud charges."
3751,2,AI-Generated,"Dear user, We trust that this communication finds you in good spirits. It is with great pleasure that we inform you your membership has been thoughtfully extended for your convenience. Your feedback is invaluable in helping us improve. We look forward to your continued patronage. Respectfully, Customer Support"
3752,0,Legitimate,"The support team has finished the API spec for review. Please share your thoughts and any revisions needed by Thursday."
3753,0,Legitimate,"John - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3754,2,AI-Generated,"Dear valued customer, We are writing to inform you that following a thorough review, your membership has been thoughtfully extended for your convenience. We take your privacy and security very seriously. Thank you for being a valued part of our community. Best wishes, The Service Team"
3755,0,Legitimate,"The API spec is on track. We will have all deliverables ready by Friday as planned. Thanks for the support."
3756,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the launch. Cheers, Emily"
